order_id,order_date,amount,product_id
236330,2020-01-06,2106.688,SKU_1027
580754,2020-01-06,1520.7486000000001,SKU_1203
401648,2020-01-06,969.8005999999999,SKU_1544
788519,2020-01-06,2692.402,SKU_1308
113986,2020-01-06,177.6514,SKU_1633
686146,2020-01-06,328.623,SKU_1527
229312,2020-01-06,2078.5580000000004,SKU_1665
112666,2020-01-06,894.7199999999999,SKU_1907
400804,2020-01-06,1687.1860000000001,SKU_1342
234633,2020-01-06,28.1908,SKU_1217
388998,2020-01-06,506.9503000000001,SKU_1616
950937,2020-01-06,649.0176000000001,SKU_1588
728776,2020-01-06,114.3724,SKU_1086
807611,2020-01-06,1110.672,SKU_1030
384806,2020-01-06,1550.8239999999998,SKU_1099
894824,2020-01-06,161.3696,SKU_1666
130535,2020-01-06,1783.0884,SKU_1803
475713,2020-01-06,254.9446,SKU_1314
938688,2020-01-06,517.71,SKU_1494
921654,2020-01-07,562.31,SKU_1470
701661,2020-01-07,1355.1491999999998,SKU_1741
589570,2020-01-07,463.18999999999994,SKU_1733
556551,2020-01-07,20.94,SKU_1632
373109,2020-01-07,318.45,SKU_1671
124538,2020-01-07,976.87,SKU_1782
994498,2020-01-07,444.7834000000001,SKU_1997
301664,2020-01-07,3423.0703999999996,SKU_1330
591234,2020-01-07,84.31360000000001,SKU_1193
999684,2020-01-07,857.0786999999999,SKU_1729
239182,2020-01-07,650.2292,SKU_1190
572525,2020-01-07,686.4703999999999,SKU_1251
258338,2020-01-07,1182.7452,SKU_1737
284064,2020-01-07,684.6700000000001,SKU_1000
314020,2020-01-07,1553.8524000000004,SKU_1458
723094,2020-01-07,1090.2300000000002,SKU_1644
997421,2020-01-07,1278.0134,SKU_1089
715270,2020-01-07,1930.0495999999996,SKU_1517
745914,2020-01-07,617.7370000000001,SKU_1482
219176,2020-01-07,83.2284,SKU_1755
318126,2020-01-07,2031.1359999999997,SKU_1644
222409,2020-01-08,399.31080000000003,SKU_1072
647707,2020-01-08,83.3156,SKU_1155
353618,2020-01-08,2548.2212,SKU_1722
869598,2020-01-08,794.2295999999999,SKU_1068
150015,2020-01-08,608.4644999999999,SKU_1470
872838,2020-01-08,676.5253,SKU_1491
222096,2020-01-08,31.59,SKU_1299
731347,2020-01-08,164.6496,SKU_1143
210687,2020-01-08,625.9472999999999,SKU_1205
974371,2020-01-08,2306.4365,SKU_1917
511357,2020-01-08,268.21160000000003,SKU_1712
835716,2020-01-08,991.6899999999998,SKU_1750
205878,2020-01-08,2311.77,SKU_1406
827270,2020-01-08,84.8228,SKU_1938
298286,2020-01-08,617.5788,SKU_1579
873290,2020-01-08,354.1039999999999,SKU_1682
874684,2020-01-08,793.6,SKU_1921
264899,2020-01-08,355.0028,SKU_1296
424767,2020-01-08,72.05799999999999,SKU_1581
961882,2020-01-08,688.0500000000001,SKU_1798
979858,2020-01-08,3399.694,SKU_1528
479989,2020-01-08,173.5692,SKU_1136
515515,2020-01-08,491.922,SKU_1218
143585,2020-01-09,1523.972,SKU_1822
471369,2020-01-09,1128.779,SKU_1517
164044,2020-01-09,545.4532,SKU_1709
542296,2020-01-09,1497.832,SKU_1447
209556,2020-01-09,21.846,SKU_1131
626981,2020-01-09,376.17240000000004,SKU_1362
981691,2020-01-09,24.852899999999998,SKU_1962
300235,2020-01-09,206.434,SKU_1695
125939,2020-01-09,1778.5185,SKU_1017
252906,2020-01-09,107.3356,SKU_1415
642335,2020-01-09,1403.469,SKU_1724
388249,2020-01-09,190.27040000000002,SKU_1559
175766,2020-01-09,2041.9759999999999,SKU_1540
508923,2020-01-09,969.6952000000001,SKU_1927
515192,2020-01-09,235.30629999999996,SKU_1152
668550,2020-01-09,87.85000000000001,SKU_1331
487261,2020-01-09,513.0592,SKU_1749
910208,2020-01-09,2013.929,SKU_1318
785440,2020-01-09,1903.1655999999996,SKU_1776
752664,2020-01-09,155.1588,SKU_1198
554589,2020-01-09,215.44200000000004,SKU_1525
237848,2020-01-09,527.246,SKU_1787
717075,2020-01-09,797.7688,SKU_1979
227948,2020-01-10,556.8280000000001,SKU_1009
679304,2020-01-10,1217.3131999999998,SKU_1138
502690,2020-01-10,1323.0576999999998,SKU_1166
599046,2020-01-10,1060.68,SKU_1146
551269,2020-01-10,722.9699999999999,SKU_1402
121959,2020-01-10,2197.9,SKU_1756
760890,2020-01-10,1656.7839999999997,SKU_1938
850216,2020-01-10,221.9414,SKU_1444
890180,2020-01-10,759.5825000000002,SKU_1069
328576,2020-01-10,428.27759999999995,SKU_1327
637833,2020-01-10,408.8664,SKU_1832
265838,2020-01-10,1672.4987999999998,SKU_1918
435674,2020-01-10,692.2180000000001,SKU_1615
979989,2020-01-10,1570.4642000000001,SKU_1228
161087,2020-01-10,278.37760000000003,SKU_1827
693128,2020-01-10,884.988,SKU_1649
218451,2020-01-10,3087.9443,SKU_1318
547600,2020-01-10,489.52750000000003,SKU_1897
937437,2020-01-10,1052.071,SKU_1035
539792,2020-01-10,1219.7824000000003,SKU_1629
139353,2020-01-10,122.76800000000001,SKU_1254
293075,2020-01-10,149.9992,SKU_1312
314283,2020-01-10,583.9224999999999,SKU_1961
414877,2020-01-10,60.8352,SKU_1334
165318,2020-01-11,190.17519999999996,SKU_1019
865313,2020-01-11,1501.5803999999998,SKU_1297
582690,2020-01-11,1600.7821999999999,SKU_1020
516880,2020-01-11,2463.864,SKU_1477
691460,2020-01-11,623.3639999999998,SKU_1767
840976,2020-01-11,918.271,SKU_1759
881239,2020-01-11,1838.93,SKU_1471
193264,2020-01-11,2542.8592,SKU_1961
870746,2020-01-11,782.9316,SKU_1677
913168,2020-01-11,405.432,SKU_1469
325281,2020-01-11,1097.9525999999996,SKU_1348
737147,2020-01-11,564.546,SKU_1766
998613,2020-01-11,1866.1408000000001,SKU_1589
494070,2020-01-11,2063.3895999999995,SKU_1964
452228,2020-01-11,391.1606,SKU_1791
531839,2020-01-11,168.8555,SKU_1793
369536,2020-01-11,136.82590000000002,SKU_1385
417824,2020-01-11,318.093,SKU_1941
357426,2020-01-11,943.1838999999999,SKU_1876
277789,2020-01-11,756.9108000000001,SKU_1545
613153,2020-01-11,672.05,SKU_1445
842452,2020-01-11,2276.8739,SKU_1982
225657,2020-01-11,673.8576,SKU_1098
335167,2020-01-12,982.0419999999999,SKU_1654
781669,2020-01-12,192.52519999999998,SKU_1054
580671,2020-01-12,932.102,SKU_1002
819094,2020-01-12,1843.572,SKU_1331
170467,2020-01-12,1233.464,SKU_1933
283734,2020-01-12,1899.29,SKU_1434
722794,2020-01-12,1170.18,SKU_1912
209751,2020-01-12,245.67400000000006,SKU_1485
481050,2020-01-12,1911.1560000000002,SKU_1218
911774,2020-01-12,150.846,SKU_1210
792517,2020-01-12,655.225,SKU_1816
561079,2020-01-12,106.57639999999999,SKU_1495
468452,2020-01-12,950.6700000000001,SKU_1660
206081,2020-01-12,258.73,SKU_1231
713333,2020-01-12,87.936,SKU_1599
658986,2020-01-12,206.8818,SKU_1919
210078,2020-01-12,302.4784,SKU_1722
967055,2020-01-12,1308.932,SKU_1734
122671,2020-01-12,553.0134999999999,SKU_1807
518400,2020-01-12,416.912,SKU_1147
455528,2020-01-12,732.6199999999999,SKU_1206
710490,2020-01-12,2969.9252,SKU_1359
151663,2020-01-12,423.16959999999995,SKU_1418
115708,2020-01-12,179.3802,SKU_1943
978338,2020-01-13,228.39319999999998,SKU_1738
411955,2020-01-13,836.9361999999999,SKU_1416
233883,2020-01-13,1910.4075000000003,SKU_1871
418394,2020-01-13,45.343199999999996,SKU_1695
659042,2020-01-13,347.3,SKU_1181
851102,2020-01-13,1379.6248,SKU_1555
862002,2020-01-13,334.90559999999994,SKU_1209
242483,2020-01-13,1224.306,SKU_1848
758271,2020-01-13,861.034,SKU_1967
314835,2020-01-13,1224.755,SKU_1249
501896,2020-01-13,139.263,SKU_1511
184896,2020-01-13,34.2718,SKU_1595
577095,2020-01-13,708.0122,SKU_1138
171295,2020-01-13,1604.3399,SKU_1989
843974,2020-01-13,48.8816,SKU_1986
987121,2020-01-13,387.25280000000004,SKU_1230
373255,2020-01-13,580.2379999999999,SKU_1909
399648,2020-01-13,247.97320000000002,SKU_1937
757162,2020-01-13,683.5429999999999,SKU_1974
108155,2020-01-13,273.2748,SKU_1011
566872,2020-01-13,1161.046,SKU_1979
925816,2020-01-13,843.1847999999999,SKU_1272
474705,2020-01-13,3129.2676,SKU_1487
671542,2020-01-14,1424.3604,SKU_1089
908350,2020-01-14,1413.0276000000001,SKU_1973
654594,2020-01-14,1446.4784,SKU_1537
247718,2020-01-14,289.80680000000007,SKU_1942
408987,2020-01-14,113.4374,SKU_1664
745263,2020-01-14,2478.0381999999995,SKU_1984
458745,2020-01-14,456.17079999999993,SKU_1571
207512,2020-01-14,186.72200000000004,SKU_1059
247443,2020-01-14,1925.303,SKU_1794
570587,2020-01-14,1774.944,SKU_1170
473616,2020-01-14,205.31,SKU_1587
757409,2020-01-14,210.652,SKU_1787
786976,2020-01-14,1348.5224999999998,SKU_1446
465871,2020-01-14,252.25990000000002,SKU_1719
475037,2020-01-14,382.14099999999996,SKU_1920
907364,2020-01-14,67.9748,SKU_1666
217796,2020-01-14,40.6134,SKU_1691
292506,2020-01-14,280.35299999999995,SKU_1009
369544,2020-01-14,1623.9056,SKU_1177
480002,2020-01-14,85.7519,SKU_1797
798002,2020-01-14,324.7964,SKU_1256
639439,2020-01-15,454.2558,SKU_1309
690978,2020-01-15,113.2372,SKU_1515
628787,2020-01-15,2103.9431999999997,SKU_1214
630583,2020-01-15,395.40119999999996,SKU_1902
488215,2020-01-15,60.303399999999996,SKU_1029
898615,2020-01-15,257.717,SKU_1064
522515,2020-01-15,175.82000000000002,SKU_1635
768234,2020-01-15,1707.7722,SKU_1796
478480,2020-01-15,32.4232,SKU_1152
132711,2020-01-15,2021.326,SKU_1039
891971,2020-01-15,231.0708,SKU_1025
601157,2020-01-15,74.17320000000001,SKU_1272
284423,2020-01-15,1052.8732000000002,SKU_1158
616349,2020-01-15,36.6626,SKU_1700
803714,2020-01-15,571.4362,SKU_1775
757917,2020-01-15,505.51079999999996,SKU_1580
924792,2020-01-15,191.2238,SKU_1000
837378,2020-01-15,730.2088,SKU_1078
233272,2020-01-15,884.4499999999999,SKU_1227
867836,2020-01-15,66.7225,SKU_1326
802335,2020-01-15,1459.9208,SKU_1557
907789,2020-01-15,947.8779999999999,SKU_1619
743409,2020-01-15,576.858,SKU_1500
177505,2020-01-16,1982.4830000000002,SKU_1474
102869,2020-01-16,2049.3216,SKU_1354
881474,2020-01-16,339.1188,SKU_1123
554351,2020-01-16,715.4580000000002,SKU_1986
412252,2020-01-16,567.98,SKU_1659
736584,2020-01-16,2195.3372,SKU_1977
718467,2020-01-16,632.6169000000001,SKU_1423
190272,2020-01-16,681.0654,SKU_1251
138467,2020-01-16,1543.3100000000002,SKU_1513
909760,2020-01-16,31.0675,SKU_1733
977844,2020-01-16,917.8103000000002,SKU_1700
580047,2020-01-16,841.9788,SKU_1506
759347,2020-01-16,211.7875,SKU_1485
158871,2020-01-16,963.6979999999999,SKU_1477
228391,2020-01-16,159.20000000000002,SKU_1582
539430,2020-01-16,901.0488000000001,SKU_1870
710704,2020-01-16,901.209,SKU_1332
956703,2020-01-16,3980.4888000000005,SKU_1608
930496,2020-01-16,580.7365,SKU_1231
356687,2020-01-16,139.09149999999997,SKU_1541
825451,2020-01-16,457.70000000000005,SKU_1029
207450,2020-01-16,746.3736,SKU_1726
271890,2020-01-16,660.2764,SKU_1172
538741,2020-01-16,42.083600000000004,SKU_1791
381974,2020-01-17,256.73279999999994,SKU_1467
500109,2020-01-17,1675.35,SKU_1475
216381,2020-01-17,493.7585,SKU_1951
573125,2020-01-17,268.2756,SKU_1722
671621,2020-01-17,1170.6468000000002,SKU_1316
234508,2020-01-17,128.96460000000002,SKU_1396
829650,2020-01-17,721.2692000000001,SKU_1124
962645,2020-01-17,68.0274,SKU_1079
499111,2020-01-17,2653.8041999999996,SKU_1695
250810,2020-01-17,27.185,SKU_1526
392890,2020-01-17,1835.8960000000002,SKU_1522
673665,2020-01-17,85.7196,SKU_1395
940477,2020-01-17,522.7076999999999,SKU_1853
460032,2020-01-17,108.66359999999999,SKU_1088
469599,2020-01-17,257.156,SKU_1002
850020,2020-01-17,878.7042000000001,SKU_1600
979611,2020-01-17,216.31500000000003,SKU_1520
271836,2020-01-17,2503.6548,SKU_1987
829903,2020-01-17,675.7399999999999,SKU_1557
145714,2020-01-17,1998.6532000000002,SKU_1605
727234,2020-01-17,524.9256,SKU_1070
996048,2020-01-17,643.0388,SKU_1699
730271,2020-01-17,273.142,SKU_1138
566960,2020-01-18,718.3888,SKU_1009
811851,2020-01-18,284.007,SKU_1514
224123,2020-01-18,732.03,SKU_1530
405628,2020-01-18,1994.2199999999998,SKU_1129
182989,2020-01-18,1311.1835999999998,SKU_1400
398356,2020-01-18,918.4241,SKU_1220
929957,2020-01-18,834.27,SKU_1641
278274,2020-01-18,2477.6440000000002,SKU_1436
425352,2020-01-18,4649.2237000000005,SKU_1112
920260,2020-01-18,113.83959999999999,SKU_1649
511927,2020-01-18,139.538,SKU_1451
889852,2020-01-18,1518.46,SKU_1554
983184,2020-01-18,2464.9475,SKU_1217
231373,2020-01-18,1095.3532000000002,SKU_1057
538452,2020-01-18,2138.4766,SKU_1112
215294,2020-01-18,1137.5174,SKU_1699
559451,2020-01-18,538.6368,SKU_1121
748307,2020-01-18,582.182,SKU_1407
165726,2020-01-18,700.7272,SKU_1459
241564,2020-01-18,706.9728,SKU_1084
477812,2020-01-18,663.1936000000001,SKU_1617
368246,2020-01-18,238.1825,SKU_1399
805696,2020-01-18,103.4168,SKU_1355
218015,2020-01-19,87.1804,SKU_1098
840674,2020-01-19,2175.282,SKU_1520
354079,2020-01-19,1896.4556,SKU_1517
650929,2020-01-19,139.3646,SKU_1107
789944,2020-01-19,748.46,SKU_1960
788105,2020-01-19,1705.748,SKU_1973
613758,2020-01-19,989.9962,SKU_1151
465890,2020-01-19,180.4272,SKU_1905
545101,2020-01-19,3450.9956,SKU_1849
136631,2020-01-19,1037.8716,SKU_1748
866577,2020-01-19,2526.3400000000006,SKU_1968
172991,2020-01-19,493.1304,SKU_1026
104014,2020-01-19,722.6071999999999,SKU_1118
373237,2020-01-19,2675.216,SKU_1722
118070,2020-01-19,2301.6839999999997,SKU_1099
922209,2020-01-19,992.3649999999999,SKU_1002
156958,2020-01-19,99.1028,SKU_1805
182074,2020-01-19,340.49,SKU_1968
635017,2020-01-19,438.12999999999994,SKU_1841
855073,2020-01-19,146.3516,SKU_1328
276089,2020-01-19,872.8044,SKU_1528
297392,2020-01-19,3409.5699999999997,SKU_1105
730152,2020-01-19,819.7512,SKU_1303
493002,2020-01-20,318.95239999999995,SKU_1176
833429,2020-01-20,2983.208,SKU_1938
598863,2020-01-20,201.4572,SKU_1083
467654,2020-01-20,925.8041999999999,SKU_1262
679036,2020-01-20,278.88439999999997,SKU_1195
630089,2020-01-20,429.38360000000006,SKU_1248
250262,2020-01-20,1299.9980999999998,SKU_1381
542905,2020-01-20,149.51,SKU_1457
335362,2020-01-20,631.057,SKU_1660
653880,2020-01-20,107.21440000000001,SKU_1408
897079,2020-01-20,839.078,SKU_1080
764076,2020-01-20,1688.1578,SKU_1700
580761,2020-01-20,302.85080000000005,SKU_1205
348710,2020-01-20,1135.8980000000001,SKU_1819
320984,2020-01-20,577.759,SKU_1780
997059,2020-01-20,251.62499999999997,SKU_1801
956748,2020-01-20,459.8773000000001,SKU_1894
882355,2020-01-20,501.8356,SKU_1872
701863,2020-01-20,1025.6156,SKU_1387
368799,2020-01-20,2312.9104,SKU_1811
337549,2020-01-20,935.8839999999998,SKU_1893
694319,2020-01-21,400.69599999999997,SKU_1766
584299,2020-01-21,305.5596,SKU_1398
712210,2020-01-21,640.9785,SKU_1979
548982,2020-01-21,393.5944,SKU_1007
506619,2020-01-21,612.1397999999999,SKU_1516
132097,2020-01-21,580.0572,SKU_1449
766326,2020-01-21,1495.9634000000003,SKU_1475
749150,2020-01-21,1068.1824000000001,SKU_1341
330229,2020-01-21,960.9404,SKU_1072
218834,2020-01-21,356.25540000000007,SKU_1859
193848,2020-01-21,2937.1152,SKU_1120
152921,2020-01-21,3176.4900000000002,SKU_1301
805086,2020-01-21,562.998,SKU_1960
750429,2020-01-21,861.46,SKU_1883
805660,2020-01-21,50.5081,SKU_1995
384821,2020-01-21,372.65500000000003,SKU_1880
155609,2020-01-21,597.6501999999999,SKU_1233
327897,2020-01-21,68.33200000000001,SKU_1065
131024,2020-01-21,86.934,SKU_1229
170313,2020-01-21,53.248999999999995,SKU_1921
284078,2020-01-21,623.6056000000001,SKU_1818
457429,2020-01-21,2164.038,SKU_1808
561243,2020-01-22,1169.3,SKU_1050
213632,2020-01-22,360.4824,SKU_1658
351451,2020-01-22,1288.5279999999998,SKU_1606
103051,2020-01-22,62.613,SKU_1328
476836,2020-01-22,1911.6456,SKU_1037
711523,2020-01-22,3681.39,SKU_1709
821772,2020-01-22,922.242,SKU_1752
289407,2020-01-22,340.7339999999999,SKU_1172
549395,2020-01-22,305.38,SKU_1492
562894,2020-01-22,746.5851999999999,SKU_1767
311810,2020-01-22,1301.9343000000001,SKU_1454
827975,2020-01-22,94.6688,SKU_1040
173523,2020-01-22,54.692600000000006,SKU_1920
860463,2020-01-22,132.1008,SKU_1984
194476,2020-01-22,860.4871999999999,SKU_1945
333841,2020-01-22,62.178,SKU_1128
903451,2020-01-22,1507.5144000000003,SKU_1053
970045,2020-01-22,2914.04,SKU_1085
322866,2020-01-22,537.7853,SKU_1723
186672,2020-01-22,2595.252,SKU_1268
698135,2020-01-22,678.24,SKU_1295
444894,2020-01-22,588.3396,SKU_1020
834994,2020-01-22,908.4920000000001,SKU_1214
128251,2020-01-23,839.6572000000001,SKU_1424
727769,2020-01-23,436.188,SKU_1188
474710,2020-01-23,1388.4432000000002,SKU_1160
650233,2020-01-23,64.0254,SKU_1712
977284,2020-01-23,23.4906,SKU_1540
132217,2020-01-23,1582.6843999999999,SKU_1380
108308,2020-01-23,1872.6373,SKU_1243
368093,2020-01-23,3026.4533,SKU_1182
283062,2020-01-23,162.47400000000002,SKU_1543
494366,2020-01-23,733.1656000000002,SKU_1778
844840,2020-01-23,169.6826,SKU_1947
200235,2020-01-23,1642.56,SKU_1547
174740,2020-01-23,1624.7020000000002,SKU_1092
478496,2020-01-23,1295.394,SKU_1367
953049,2020-01-23,847.5723999999999,SKU_1158
903328,2020-01-23,327.3848,SKU_1958
277247,2020-01-23,1044.7989999999998,SKU_1179
763165,2020-01-23,1025.4066,SKU_1437
629525,2020-01-23,2631.0548,SKU_1372
120056,2020-01-23,399.782,SKU_1305
276615,2020-01-23,806.3000000000001,SKU_1984
287628,2020-01-23,468.5,SKU_1378
738836,2020-01-23,2962.7540000000004,SKU_1949
473632,2020-01-24,1045.4787999999999,SKU_1217
234415,2020-01-24,1396.3768,SKU_1981
506716,2020-01-24,147.3026,SKU_1328
546438,2020-01-24,1499.3675000000003,SKU_1864
653663,2020-01-24,1093.1097000000002,SKU_1342
765022,2020-01-24,95.596,SKU_1738
641252,2020-01-24,937.9549999999998,SKU_1723
737717,2020-01-24,391.184,SKU_1864
352764,2020-01-24,526.4424,SKU_1162
814998,2020-01-24,438.6188,SKU_1877
566882,2020-01-24,233.30890000000002,SKU_1157
840427,2020-01-24,2546.332,SKU_1109
167215,2020-01-24,309.9622,SKU_1349
955474,2020-01-24,799.04,SKU_1725
244356,2020-01-24,245.98799999999997,SKU_1364
303861,2020-01-24,1207.9144,SKU_1896
455612,2020-01-24,48.468,SKU_1014
554605,2020-01-24,186.6428,SKU_1152
109435,2020-01-24,1505.223,SKU_1531
547556,2020-01-24,639.063,SKU_1966
799438,2020-01-24,2417.9636,SKU_1399
965264,2020-01-24,2340.4919999999993,SKU_1051
675581,2020-01-24,378.10880000000003,SKU_1854
178781,2020-01-25,710.7086,SKU_1468
291475,2020-01-25,1266.4312000000002,SKU_1320
260196,2020-01-25,1954.8232,SKU_1878
326507,2020-01-25,24.9116,SKU_1595
406063,2020-01-25,1755.0066999999997,SKU_1366
864121,2020-01-25,70.9636,SKU_1978
876665,2020-01-25,610.1672000000001,SKU_1837
790607,2020-01-25,132.6308,SKU_1485
221172,2020-01-25,414.53,SKU_1735
456902,2020-01-25,642.5243999999999,SKU_1640
584963,2020-01-25,879.002,SKU_1861
555968,2020-01-25,1929.3408,SKU_1893
418717,2020-01-25,288.3264,SKU_1015
159101,2020-01-25,63.72449999999999,SKU_1410
595972,2020-01-25,99.3064,SKU_1273
388790,2020-01-25,1440.7724,SKU_1588
990617,2020-01-25,449.23759999999993,SKU_1811
647337,2020-01-25,1032.6725000000001,SKU_1305
834965,2020-01-25,321.84719999999993,SKU_1091
460260,2020-01-25,1303.8624,SKU_1457
983811,2020-01-25,605.4744,SKU_1269
692673,2020-01-25,411.3996,SKU_1051
750419,2020-01-25,218.18200000000002,SKU_1860
533374,2020-01-25,1053.4828,SKU_1120
820777,2020-01-26,1424.9955,SKU_1970
647577,2020-01-26,896.0315999999999,SKU_1049
472370,2020-01-26,221.18929999999997,SKU_1890
987225,2020-01-26,335.79159999999996,SKU_1474
371967,2020-01-26,1121.0772,SKU_1491
291232,2020-01-26,1789.1899999999998,SKU_1784
404119,2020-01-26,1525.5559999999998,SKU_1379
109540,2020-01-26,169.1258,SKU_1631
640652,2020-01-26,1926.1832,SKU_1386
651951,2020-01-26,266.334,SKU_1606
151991,2020-01-26,2310.27,SKU_1660
288751,2020-01-26,888.1120000000001,SKU_1288
466326,2020-01-26,103.712,SKU_1768
786337,2020-01-26,1016.9674999999999,SKU_1453
718992,2020-01-26,1772.4929999999997,SKU_1370
149115,2020-01-26,3296.23,SKU_1183
453151,2020-01-26,394.7975,SKU_1771
843583,2020-01-26,4188.487999999999,SKU_1661
